  213	2015-05-05 15:21:26	1	0	1	0
  209	2015-05-05 15:27:55	1	0	1	0
  132	2015-05-05 15:50:13	1	0	1	0
  219	2015-05-05 15:50:16	1	0	1	0
  379	2015-05-05 16:03:44	1	0	1	0
  802	2015-05-05 16:42:20	1	0	1	0
  139	2015-05-05 17:01:34	1	0	1	0
  492	2015-05-05 17:06:20	1	0	1	0
  312	2015-05-05 17:11:10	1	0	1	0
  309	2015-05-05 17:11:14	1	0	1	0
  311	2015-05-05 17:11:25	1	0	1	0
  310	2015-05-05 17:12:02	1	0	1	0
  305	2015-05-05 17:12:45	1	0	1	0
  138	2015-05-05 17:15:45	1	0	1	0
  215	2015-05-05 17:48:05	1	0	1	0
  307	2015-05-05 17:49:22	1	0	1	0
  222	2015-05-05 17:49:45	1	0	1	0
  313	2015-05-05 17:52:55	1	0	1	0
  702	2015-05-05 18:01:18	1	0	1	0
  461	2015-05-05 18:01:39	1	0	1	0
  213	2015-05-05 18:02:06	1	0	1	0
  474	2015-05-05 18:02:11	1	0	1	0
  132	2015-05-05 18:02:36	1	0	1	0
  567	2015-05-05 18:03:41	1	0	1	0
  576	2015-05-05 18:03:45	1	0	1	0
  106	2015-05-05 18:03:53	1	0	1	0
  128	2015-05-05 18:05:01	1	0	1	0
  533	2015-05-05 18:05:45	1	0	1	0
  523	2015-05-05 18:05:49	1	0	1	0
  586	2015-05-05 18:05:53	1	0	1	0
  556	2015-05-05 18:05:58	1	0	1	0
  431	2015-05-05 18:06:03	1	0	1	0
    4	2015-05-05 18:06:08	1	0	0	0
  479	2015-05-05 18:06:14	1	0	1	0
  579	2015-05-05 18:06:20	1	0	1	0
  553	2015-05-05 18:06:26	1	0	1	0
  320	2015-05-05 18:06:49	1	0	1	0
  383	2015-05-05 18:06:54	1	0	0	0
  583	2015-05-05 18:06:58	1	0	1	0
  559	2015-05-05 18:07:03	1	0	1	0
  547	2015-05-05 18:07:08	1	0	1	0
  490	2015-05-05 18:07:11	1	0	1	0
  482	2015-05-05 18:07:15	1	0	1	0
  558	2015-05-05 18:07:19	1	0	1	0
    8	2015-05-05 18:07:26	1	0	0	0
  509	2015-05-05 18:07:31	1	0	1	0
  430	2015-05-05 18:07:35	1	0	1	0
  456	2015-05-05 18:07:43	1	0	1	0
  400	2015-05-05 18:07:55	1	0	1	0
  538	2015-05-05 18:07:59	1	0	1	0
  467	2015-05-05 18:08:03	1	0	1	0
  332	2015-05-05 18:08:08	1	0	1	0
  436	2015-05-05 18:08:20	1	0	1	0
  552	2015-05-05 18:08:24	1	0	1	0
  561	2015-05-05 18:08:31	1	0	1	0
  537	2015-05-05 18:08:35	1	0	1	0
  546	2015-05-05 18:08:43	1	0	1	0
  550	2015-05-05 18:08:47	1	0	1	0
  577	2015-05-05 18:08:53	1	0	1	0
  374	2015-05-05 18:08:59	1	0	1	0
  540	2015-05-05 18:09:03	1	0	1	0
  573	2015-05-05 18:09:08	1	0	1	0
  527	2015-05-05 18:09:59	1	0	1	0
  377	2015-05-05 18:10:32	1	0	1	0
  570	2015-05-05 18:10:54	1	0	1	0
  318	2015-05-05 18:10:59	1	0	1	0
  136	2015-05-05 18:11:07	1	0	1	0
  428	2015-05-05 18:11:10	1	0	1	0
  525	2015-05-05 18:11:45	1	0	1	0
  526	2015-05-05 18:11:57	1	0	1	0
  219	2015-05-05 18:12:02	1	0	1	0
  212	2015-05-05 18:12:18	1	0	1	0
  397	2015-05-05 18:12:45	1	0	1	0
  574	2015-05-05 18:12:49	1	0	1	0
  124	2015-05-05 18:13:10	1	0	1	0
  120	2015-05-05 18:13:43	1	0	1	0
  124	2015-05-05 18:14:04	1	0	1	0
  423	2015-05-05 18:14:14	1	0	1	0
  361	2015-05-05 18:14:17	1	0	1	0
  539	2015-05-05 18:14:21	1	0	1	0
  327	2015-05-05 18:14:27	1	0	1	0
  328	2015-05-05 18:14:30	1	0	1	0
  477	2015-05-05 18:14:51	1	0	1	0
  346	2015-05-05 18:15:00	1	0	1	0
  127	2015-05-05 18:15:04	1	0	1	0
  488	2015-05-05 18:15:08	1	0	1	0
    9	2015-05-05 18:15:13	1	0	0	0
  126	2015-05-05 18:15:19	1	0	1	0
  355	2015-05-05 18:17:07	1	0	1	0
  801	2015-05-05 18:18:41	1	0	1	0
  105	2015-05-05 18:20:05	1	0	1	0
  108	2015-05-05 18:20:33	1	0	1	0
  512	2015-05-05 18:20:38	1	0	1	0
  116	2015-05-05 18:21:01	1	0	1	0
  221	2015-05-05 18:21:16	1	0	1	0
 1301	2015-05-05 18:26:18	1	0	1	0
  498	2015-05-05 18:26:23	1	0	1	0
  117	2015-05-05 18:26:30	1	0	1	0
  544	2015-05-05 18:34:42	1	0	1	0
  420	2015-05-05 18:57:32	1	0	1	0
 1902	2015-05-05 18:58:04	1	0	0	0
  571	2015-05-05 18:58:31	1	0	1	0
  519	2015-05-05 19:00:31	1	0	1	0
  117	2015-05-05 19:00:38	1	0	1	0
  131	2015-05-05 19:04:05	1	0	1	0
  466	2015-05-05 19:04:51	1	0	1	0
  703	2015-05-05 19:09:53	1	0	1	0
  420	2015-05-05 19:18:41	1	0	1	0
  208	2015-05-05 19:48:48	1	0	1	0
  222	2015-05-05 19:58:37	1	0	1	0
  499	2015-05-05 20:00:56	1	0	1	0
 1101	2015-05-05 20:01:04	1	0	1	0
  518	2015-05-05 20:05:35	1	0	1	0
  141	2015-05-05 20:06:58	1	0	1	0
  122	2015-05-05 20:14:58	1	0	1	0
 1902	2015-05-05 21:01:24	1	0	0	0
  420	2015-05-05 21:01:55	1	0	1	0
  571	2015-05-05 21:02:04	1	0	1	0
  103	2015-05-05 21:16:01	1	0	1	0
  420	2015-05-05 22:01:04	1	0	1	0
 1902	2015-05-05 22:09:47	1	0	0	0
 1902	2015-05-05 23:07:08	1	0	0	0
 1902	2015-05-06 00:01:27	1	0	0	0
  420	2015-05-06 01:10:11	1	0	1	0
 1902	2015-05-06 01:48:27	1	0	0	0
  420	2015-05-06 02:00:37	1	0	1	0
 1902	2015-05-06 02:10:57	1	0	0	0
  420	2015-05-06 02:19:49	1	0	1	0
 1902	2015-05-06 02:38:37	1	0	0	0
  420	2015-05-06 03:00:13	1	0	1	0
 1902	2015-05-06 03:05:58	1	0	0	0
  420	2015-05-06 04:01:11	1	0	1	0
  571	2015-05-06 04:02:59	1	0	1	0
 1902	2015-05-06 04:09:55	1	0	0	0
  571	2015-05-06 05:00:57	1	0	1	0
  420	2015-05-06 05:01:27	1	0	1	0
 1902	2015-05-06 05:02:47	1	0	0	0
 1902	2015-05-06 06:01:49	1	0	0	0
  420	2015-05-06 06:05:31	1	0	1	0
  209	2015-05-06 06:24:54	1	0	1	0
  802	2015-05-06 06:57:16	1	0	1	0
 1101	2015-05-06 06:57:27	1	0	1	0
  420	2015-05-06 07:02:13	1	0	1	0
  703	2015-05-06 07:12:40	1	0	1	0
  499	2015-05-06 07:13:00	1	0	1	0
  461	2015-05-06 07:45:17	1	0	1	0
  491	2015-05-06 08:01:35	1	0	0	0
  309	2015-05-06 08:05:11	1	0	1	0
  302	2015-05-06 08:05:17	1	0	1	0
  215	2015-05-06 08:05:35	1	0	1	0
  311	2015-05-06 08:07:19	1	0	1	0
  310	2015-05-06 08:07:27	1	0	1	0
  305	2015-05-06 08:07:52	1	0	1	0
  139	2015-05-06 08:14:03	1	0	1	0
